Tracing "SyS_open" for PID 45301... Ctrl-C to end.
   0)               |  SyS_open() {
   0)   ==========> |
   0)               |    smp_irq_work_interrupt() {
   0)               |      irq_enter() {
   0)   0.397 us    |        rcu_irq_enter();
   0)   1.481 us    |      } /* irq_enter */
   0)               |      __wake_up() {
   0)               |        __wake_up_common_lock() {
   0)   0.325 us    |          _raw_spin_lock_irqsave();
   0)               |          __wake_up_common() {
   0)               |            autoremove_wake_function() {
   0)               |              default_wake_function() {
   0)               |                try_to_wake_up() {
   0)   0.777 us    |                  _raw_spin_lock_irqsave();
   0)               |                  select_task_rq_fair() {
   0)               |                    select_idle_sibling() {
   0)   0.354 us    |                      idle_cpu();
   0)   1.012 us    |                    } /* select_idle_sibling */
   0)   1.878 us    |                  } /* select_task_rq_fair */
   0)   0.298 us    |                  _raw_spin_lock();
   0)   0.329 us    |                  update_rq_clock();
   0)               |                  ttwu_do_activate() {
   0)               |                    activate_task() {
   0)               |                      enqueue_task_fair() {
   0)               |                        enqueue_entity() {
   0)               |                          update_curr() {
   0)   0.360 us    |                            update_min_vruntime();
   0)   0.471 us    |                            cpuacct_charge();
   0)   2.644 us    |                          } /* update_curr */
   0)               |                          __update_load_avg_se.isra.38() {
   0)   0.300 us    |                            decay_load();
   0)   0.289 us    |                            decay_load();
   0)   0.307 us    |                            decay_load();
   0)   0.320 us    |                            __accumulate_pelt_segments();
   0)   2.778 us    |                          } /* __update_load_avg_se.isra.38 */
   0)   0.309 us    |                          update_cfs_group();
   0)   0.434 us    |                          account_entity_enqueue();
   0)   0.348 us    |                          place_entity();
   0)   0.299 us    |                          __enqueue_entity();
   0)   9.196 us    |                        } /* enqueue_entity */
   0)   0.431 us    |                        __update_load_avg_se.isra.38();
   0)               |                        update_cfs_group() {
   0)               |                          reweight_entity() {
   0)               |                            update_curr() {
   0)   0.301 us    |                              update_min_vruntime();
   0)   0.926 us    |                            } /* update_curr */
   0)   0.437 us    |                            account_entity_dequeue();
   0)   0.327 us    |                            account_entity_enqueue();
   0)   3.019 us    |                          } /* reweight_entity */
   0)   3.845 us    |                        } /* update_cfs_group */
   0)   0.308 us    |                        hrtick_update();
   0) + 15.895 us   |                      } /* enqueue_task_fair */
   0) + 16.644 us   |                    } /* activate_task */
   0)               |                    ttwu_do_wakeup() {
   0)               |                      check_preempt_curr() {
   0)               |                        check_preempt_wakeup() {
   0)   0.326 us    |                          update_curr();
   0)   0.342 us    |                          wakeup_preempt_entity.isra.69();
   0)   1.640 us    |                        } /* check_preempt_wakeup */
   0)   2.435 us    |                      } /* check_preempt_curr */
   0)   3.569 us    |                    } /* ttwu_do_wakeup */
   0) + 21.107 us   |                  } /* ttwu_do_activate */
   0)   0.303 us    |                  ttwu_stat();
   0)   0.320 us    |                  _raw_spin_unlock_irqrestore();
   0) + 27.875 us   |                } /* try_to_wake_up */
   0) + 28.491 us   |              } /* default_wake_function */
   0) + 29.145 us   |            } /* autoremove_wake_function */
   0) + 30.484 us   |          } /* __wake_up_common */
   0)   0.311 us    |          _raw_spin_unlock_irqrestore();
   0) + 32.398 us   |        } /* __wake_up_common_lock */
   0) + 33.145 us   |      } /* __wake_up */
   0)               |      irq_exit() {
   0)   0.343 us    |        idle_cpu();
   0)   0.339 us    |        rcu_irq_exit();
   0)   1.617 us    |      } /* irq_exit */
   0) + 40.410 us   |    } /* smp_irq_work_interrupt */
